,District,Type,Count,Amount,Year,state
10277,daman district,TOTAL,50218,63416803.35332493,2018,dadra-&-nagar-haveli-&-daman-&-diu
10278,dadra and nagar haveli district,TOTAL,92738,105807098.82670306,2018,dadra-&-nagar-haveli-&-daman-&-diu
10279,diu district,TOTAL,6279,10736607.177110624,2018,dadra-&-nagar-haveli-&-daman-&-diu
10280,daman district,TOTAL,67705,104407321.93224815,2018,dadra-&-nagar-haveli-&-daman-&-diu
10281,dadra and nagar haveli district,TOTAL,128642,186926842.5467928,2018,dadra-&-nagar-haveli-&-daman-&-diu
10282,diu district,TOTAL,7087,13784358.656098008,2018,dadra-&-nagar-haveli-&-daman-&-diu
10283,daman district,TOTAL,104637,160593811.80795714,2018,dadra-&-nagar-haveli-&-daman-&-diu
10284,dadra and nagar haveli district,TOTAL,177851,273261425.21412045,2018,dadra-&-nagar-haveli-&-daman-&-diu
10285,diu district,TOTAL,9502,19252174.323347375,2018,dadra-&-nagar-haveli-&-daman-&-diu
10286,daman district,TOTAL,147005,240064159.06029302,2018,dadra-&-nagar-haveli-&-daman-&-diu
10287,dadra and nagar haveli district,TOTAL,247575,399434283.41724634,2018,dadra-&-nagar-haveli-&-daman-&-diu
10288,diu district,TOTAL,16037,21939140.020587962,2019,dadra-&-nagar-haveli-&-daman-&-diu
10289,daman district,TOTAL,259564,315877185.5307482,2019,dadra-&-nagar-haveli-&-daman-&-diu
10290,dadra and nagar haveli district,TOTAL,386213,505553450.4985651,2019,dadra-&-nagar-haveli-&-daman-&-diu
10291,diu district,TOTAL,29130,55383383.84612378,2019,dadra-&-nagar-haveli-&-daman-&-diu
10292,daman district,TOTAL,183953,303607607.8232254,2019,dadra-&-nagar-haveli-&-daman-&-diu
10293,dadra and nagar haveli district,TOTAL,276573,465450284.8957217,2019,dadra-&-nagar-haveli-&-daman-&-diu
10294,diu district,TOTAL,17203,32940133.54162597,2019,dadra-&-nagar-haveli-&-daman-&-diu
10295,daman district,TOTAL,235860,348909463.4581386,2019,dadra-&-nagar-haveli-&-daman-&-diu
10296,dadra and nagar haveli district,TOTAL,385688,579621876.8486074,2019,dadra-&-nagar-haveli-&-daman-&-diu
10297,diu district,TOTAL,21474,46692370.12824968,2019,dadra-&-nagar-haveli-&-daman-&-diu
10298,daman district,TOTAL,282085,443588793.8632827,2019,dadra-&-nagar-haveli-&-daman-&-diu
10299,dadra and nagar haveli district,TOTAL,465412,736360098.0195075,2019,dadra-&-nagar-haveli-&-daman-&-diu
10300,diu district,TOTAL,23966,46606086.663000636,2020,dadra-&-nagar-haveli-&-daman-&-diu
10301,daman district,TOTAL,318808,482278970.2611342,2020,dadra-&-nagar-haveli-&-daman-&-diu
10302,dadra and nagar haveli district,TOTAL,535805,813878312.368383,2020,dadra-&-nagar-haveli-&-daman-&-diu
10303,diu district,TOTAL,23866,42875002.19781082,2020,dadra-&-nagar-haveli-&-daman-&-diu
10304,daman district,TOTAL,342171,440492998.5695746,2020,dadra-&-nagar-haveli-&-daman-&-diu
10305,dadra and nagar haveli district,TOTAL,607115,819008453.120671,2020,dadra-&-nagar-haveli-&-daman-&-diu
10306,diu district,TOTAL,26588,51864159.697919816,2020,dadra-&-nagar-haveli-&-daman-&-diu
10307,daman district,TOTAL,376291,584809492.9126782,2020,dadra-&-nagar-haveli-&-daman-&-diu
10308,dadra and nagar haveli district,TOTAL,735433,1113115462.3887653,2020,dadra-&-nagar-haveli-&-daman-&-diu
10309,diu district,TOTAL,41821,95658202.77082603,2020,dadra-&-nagar-haveli-&-daman-&-diu
10310,daman district,TOTAL,596994,921372876.4402872,2020,dadra-&-nagar-haveli-&-daman-&-diu
10311,dadra and nagar haveli district,TOTAL,1178976,1683480021.6173902,2020,dadra-&-nagar-haveli-&-daman-&-diu
10312,diu district,TOTAL,42608,96420384.49176355,2021,dadra-&-nagar-haveli-&-daman-&-diu
10313,daman district,TOTAL,664208,1043765962.724646,2021,dadra-&-nagar-haveli-&-daman-&-diu
10314,dadra and nagar haveli district,TOTAL,1218428,1825446563.9770947,2021,dadra-&-nagar-haveli-&-daman-&-diu
10315,diu district,TOTAL,41014,101909220.66644716,2021,dadra-&-nagar-haveli-&-daman-&-diu
10316,daman district,TOTAL,733176,1074079574.2247202,2021,dadra-&-nagar-haveli-&-daman-&-diu
10317,dadra and nagar haveli district,TOTAL,1350893,1981679666.5277362,2021,dadra-&-nagar-haveli-&-daman-&-diu
10318,diu district,TOTAL,66259,157454301.2533474,2021,dadra-&-nagar-haveli-&-daman-&-diu
10319,daman district,TOTAL,1083689,1475259765.304812,2021,dadra-&-nagar-haveli-&-daman-&-diu
10320,dadra and nagar haveli district,TOTAL,1979522,2673225036.2333474,2021,dadra-&-nagar-haveli-&-daman-&-diu
10321,diu district,TOTAL,88402,206127240.56872407,2021,dadra-&-nagar-haveli-&-daman-&-diu
10322,daman district,TOTAL,1417153,1895788566.3308911,2021,dadra-&-nagar-haveli-&-daman-&-diu
10323,dadra and nagar haveli district,TOTAL,2651530,3463923579.4310455,2021,dadra-&-nagar-haveli-&-daman-&-diu
10324,diu district,TOTAL,94833,213403088.016084,2022,dadra-&-nagar-haveli-&-daman-&-diu
10325,daman district,TOTAL,1629797,2068807150.1986508,2022,dadra-&-nagar-haveli-&-daman-&-diu
10326,dadra and nagar haveli district,TOTAL,3078173,3954838129.047655,2022,dadra-&-nagar-haveli-&-daman-&-diu
10327,diu district,TOTAL,130835,288821560.5151377,2022,dadra-&-nagar-haveli-&-daman-&-diu
10328,daman district,TOTAL,1923407,2321672075.29422,2022,dadra-&-nagar-haveli-&-daman-&-diu
10329,dadra and nagar haveli district,TOTAL,3705529,4384666145.001484,2022,dadra-&-nagar-haveli-&-daman-&-diu
10330,diu district,TOTAL,148559,279739481.9642375,2022,dadra-&-nagar-haveli-&-daman-&-diu
10331,daman district,TOTAL,2317701,2638822275.269265,2022,dadra-&-nagar-haveli-&-daman-&-diu
10332,dadra and nagar haveli district,TOTAL,3999361,4602085602.265934,2022,dadra-&-nagar-haveli-&-daman-&-diu
10333,diu district,TOTAL,154870,296319509.67041874,2022,dadra-&-nagar-haveli-&-daman-&-diu
10334,daman district,TOTAL,2344860,2629286286.284037,2022,dadra-&-nagar-haveli-&-daman-&-diu
10335,dadra and nagar haveli district,TOTAL,4689855,5134034950.126673,2022,dadra-&-nagar-haveli-&-daman-&-diu
10336,north garo hills district,TOTAL,922,652554.6654640209,2018,meghalaya
10337,south west khasi hills district,TOTAL,319,489330.8331522482,2018,meghalaya
10338,west garo hills district,TOTAL,7660,9199200.848858135,2018,meghalaya
10339,south garo hills district,TOTAL,705,807410.0407250253,2018,meghalaya
10340,east jaintia hills district,TOTAL,4896,8299361.376028441,2018,meghalaya
10341,south west garo hills district,TOTAL,798,1015597.2351604333,2018,meghalaya
10342,east khasi hills district,TOTAL,23283,31807959.175373342,2018,meghalaya
10343,east garo hills district,TOTAL,749,781579.3759249721,2018,meghalaya
10344,ribhoi district,TOTAL,6029,8736566.953918608,2018,meghalaya
10345,west jaintia hills district,TOTAL,3131,2812937.948004551,2018,meghalaya
10346,west khasi hills district,TOTAL,1079,1647761.3372907462,2018,meghalaya
10347,north garo hills district,TOTAL,1403,1278347.188045342,2018,meghalaya
10348,south west khasi hills district,TOTAL,396,311487.1929993931,2018,meghalaya
10349,west garo hills district,TOTAL,10651,19685429.154264543,2018,meghalaya
10350,south garo hills district,TOTAL,1103,1553253.9322072896,2018,meghalaya
10351,east jaintia hills district,TOTAL,6004,13059945.843045246,2018,meghalaya
10352,south west garo hills district,TOTAL,1767,1724404.6747075585,2018,meghalaya
10353,east khasi hills district,TOTAL,33966,61180700.479729906,2018,meghalaya
10354,east garo hills district,TOTAL,832,1032161.1690227182,2018,meghalaya
10355,ribhoi district,TOTAL,8761,14181827.919832248,2018,meghalaya
10356,west jaintia hills district,TOTAL,2232,2312980.3326936862,2018,meghalaya
10357,west khasi hills district,TOTAL,742,684129.9552836155,2018,meghalaya
10358,north garo hills district,TOTAL,2271,1976480.2056813869,2018,meghalaya
10359,south west khasi hills district,TOTAL,1032,1016289.6491765348,2018,meghalaya
10360,west garo hills district,TOTAL,17911,31488596.43937725,2018,meghalaya
10361,south garo hills district,TOTAL,2110,2467349.2565310476,2018,meghalaya
10362,east jaintia hills district,TOTAL,11397,22683448.874125846,2018,meghalaya
10363,south west garo hills district,TOTAL,2740,4294444.447825844,2018,meghalaya
10364,east khasi hills district,TOTAL,54015,111173160.26256448,2018,meghalaya
10365,east garo hills district,TOTAL,1323,1963470.7809556075,2018,meghalaya
10366,ribhoi district,TOTAL,13023,26072883.30165547,2018,meghalaya
10367,west jaintia hills district,TOTAL,3240,4571330.11958733,2018,meghalaya
10368,west khasi hills district,TOTAL,1228,2146208.196912882,2018,meghalaya
10369,north garo hills district,TOTAL,4011,4590211.2600644585,2018,meghalaya
10370,south west khasi hills district,TOTAL,1518,2669874.2649973836,2018,meghalaya
10371,west garo hills district,TOTAL,29000,52674487.37349704,2018,meghalaya
10372,south garo hills district,TOTAL,3037,6001319.0968858795,2018,meghalaya
10373,east jaintia hills district,TOTAL,20614,37885027.674247645,2018,meghalaya
10374,south west garo hills district,TOTAL,3950,4531236.407859931,2018,meghalaya
10375,east khasi hills district,TOTAL,70386,167808906.77955163,2018,meghalaya
10376,east garo hills district,TOTAL,2808,5832920.4836901445,2018,meghalaya
10377,ribhoi district,TOTAL,18294,42066652.872822896,2018,meghalaya
10378,west jaintia hills district,TOTAL,4693,7562803.76113517,2018,meghalaya
10379,west khasi hills district,TOTAL,2821,5962239.029920495,2018,meghalaya
10380,north garo hills district,TOTAL,3816,4016398.1062618718,2019,meghalaya
10381,south west khasi hills district,TOTAL,1267,2118829.321976449,2019,meghalaya
10382,west garo hills district,TOTAL,30087,58548564.16871373,2019,meghalaya
10383,south garo hills district,TOTAL,3146,7486873.33081286,2019,meghalaya
10384,east jaintia hills district,TOTAL,25054,46007520.563187,2019,meghalaya
10385,south west garo hills district,TOTAL,3819,4558241.545395774,2019,meghalaya
10386,east khasi hills district,TOTAL,101662,201352082.70276013,2019,meghalaya
10387,east garo hills district,TOTAL,3529,6495149.290021526,2019,meghalaya
10388,ribhoi district,TOTAL,27304,55813436.16699861,2019,meghalaya
10389,west jaintia hills district,TOTAL,5411,7594602.551824972,2019,meghalaya
10390,west khasi hills district,TOTAL,3646,5045464.405482588,2019,meghalaya
10391,north garo hills district,TOTAL,3804,4329558.19180281,2019,meghalaya
10392,south west khasi hills district,TOTAL,1152,2679006.93031867,2019,meghalaya
10393,west garo hills district,TOTAL,32077,70701852.43602182,2019,meghalaya
10394,south garo hills district,TOTAL,3048,7076537.051932728,2019,meghalaya
10395,east jaintia hills district,TOTAL,21325,43624217.35616365,2019,meghalaya
10396,south west garo hills district,TOTAL,4563,6981663.150095232,2019,meghalaya
10397,east khasi hills district,TOTAL,126665,274701980.60370815,2019,meghalaya
10398,east garo hills district,TOTAL,3926,6785815.738085165,2019,meghalaya
10399,ribhoi district,TOTAL,27488,61625177.51082603,2019,meghalaya
10400,west jaintia hills district,TOTAL,5226,9713762.898637522,2019,meghalaya
10401,west khasi hills district,TOTAL,3012,4711717.239687435,2019,meghalaya
10402,north garo hills district,TOTAL,6329,7479871.090316384,2019,meghalaya
10403,south west khasi hills district,TOTAL,2009,2418047.871266484,2019,meghalaya
10404,west garo hills district,TOTAL,45652,90390851.3262687,2019,meghalaya
10405,south garo hills district,TOTAL,4768,7846736.258536675,2019,meghalaya
10406,east jaintia hills district,TOTAL,28604,50090916.58164,2019,meghalaya
10407,south west garo hills district,TOTAL,6405,9676872.049848383,2019,meghalaya
10408,east khasi hills district,TOTAL,156970,344129503.4634751,2019,meghalaya
10409,east garo hills district,TOTAL,5970,8134689.123280492,2019,meghalaya
10410,ribhoi district,TOTAL,36292,73979318.03570686,2019,meghalaya
10411,west jaintia hills district,TOTAL,8947,11292434.23987686,2019,meghalaya
10412,west khasi hills district,TOTAL,4604,6779362.1133165285,2019,meghalaya
10413,north garo hills district,TOTAL,8449,11018090.113242699,2019,meghalaya
10414,south west khasi hills district,TOTAL,2753,4185672.1333535854,2019,meghalaya
10415,west garo hills district,TOTAL,51137,104063298.18537539,2019,meghalaya
10416,south garo hills district,TOTAL,7020,9901296.404344358,2019,meghalaya
10417,east jaintia hills district,TOTAL,31575,61615652.49744396,2019,meghalaya
10418,south west garo hills district,TOTAL,7301,11722163.47943544,2019,meghalaya
10419,east khasi hills district,TOTAL,189936,413649820.0310262,2019,meghalaya
10420,east garo hills district,TOTAL,7811,11523924.1048165,2019,meghalaya
10421,ribhoi district,TOTAL,42953,90622918.2855494,2019,meghalaya
10422,west jaintia hills district,TOTAL,11750,16126169.373071242,2019,meghalaya
10423,west khasi hills district,TOTAL,5296,8007467.18256015,2019,meghalaya
10424,north garo hills district,TOTAL,9622,11664668.291425837,2020,meghalaya
10425,south west khasi hills district,TOTAL,3516,5420604.457110439,2020,meghalaya
10426,west garo hills district,TOTAL,65263,130098803.74893945,2020,meghalaya
10427,south garo hills district,TOTAL,10483,11902327.507517824,2020,meghalaya
10428,east jaintia hills district,TOTAL,36855,76021760.04400355,2020,meghalaya
10429,south west garo hills district,TOTAL,10582,14322530.890240094,2020,meghalaya
10430,east khasi hills district,TOTAL,280817,712010339.1765578,2020,meghalaya
10431,east garo hills district,TOTAL,10003,15050504.879497694,2020,meghalaya
10432,ribhoi district,TOTAL,51789,109400759.46669218,2020,meghalaya
10433,west jaintia hills district,TOTAL,15784,22057088.945124794,2020,meghalaya
10434,west khasi hills district,TOTAL,7569,12185453.500704024,2020,meghalaya
10435,north garo hills district,TOTAL,19393,16949021.845094834,2020,meghalaya
10436,south west khasi hills district,TOTAL,5952,5344985.9066313775,2020,meghalaya
10437,west garo hills district,TOTAL,107355,178844205.7463917,2020,meghalaya
10438,south garo hills district,TOTAL,15934,18498464.712551523,2020,meghalaya
10439,east jaintia hills district,TOTAL,50077,79110098.89726548,2020,meghalaya
10440,south west garo hills district,TOTAL,20761,21835410.25373499,2020,meghalaya
10441,east khasi hills district,TOTAL,294655,669450297.8938913,2020,meghalaya
10442,east garo hills district,TOTAL,19865,19379120.258930385,2020,meghalaya
10443,ribhoi district,TOTAL,60451,108416383.1511733,2020,meghalaya
10444,west jaintia hills district,TOTAL,26041,22356066.44251103,2020,meghalaya
10445,west khasi hills district,TOTAL,14911,13551099.230221383,2020,meghalaya
10446,north garo hills district,TOTAL,17943,23618250.656932063,2020,meghalaya
10447,south west khasi hills district,TOTAL,5942,8330565.372560624,2020,meghalaya
10448,west garo hills district,TOTAL,117550,249575864.65120554,2020,meghalaya
10449,south garo hills district,TOTAL,17171,23368652.17951659,2020,meghalaya
10450,east jaintia hills district,TOTAL,52534,99669877.91499355,2020,meghalaya
10451,south west garo hills district,TOTAL,19536,31848167.460986283,2020,meghalaya
10452,east khasi hills district,TOTAL,239307,571789473.606595,2020,meghalaya
10453,east garo hills district,TOTAL,19353,30405909.1461664,2020,meghalaya
10454,ribhoi district,TOTAL,64590,138771339.65408337,2020,meghalaya
10455,west jaintia hills district,TOTAL,28622,39860361.23642549,2020,meghalaya
10456,west khasi hills district,TOTAL,15031,19820539.503571287,2020,meghalaya
10457,north garo hills district,TOTAL,22048,36801863.778283074,2020,meghalaya
10458,south west khasi hills district,TOTAL,7330,18169052.922343686,2020,meghalaya
10459,west garo hills district,TOTAL,149536,362364387.96744514,2020,meghalaya
10460,south garo hills district,TOTAL,22487,34586748.626706876,2020,meghalaya
10461,east jaintia hills district,TOTAL,65059,162952261.01543325,2020,meghalaya
10462,south west garo hills district,TOTAL,24078,49584665.87626748,2020,meghalaya
10463,east khasi hills district,TOTAL,298622,777719090.1611657,2020,meghalaya
10464,east garo hills district,TOTAL,23262,41847990.164476685,2020,meghalaya
10465,ribhoi district,TOTAL,90879,223682008.03015277,2020,meghalaya
10466,west jaintia hills district,TOTAL,32267,55102701.174963415,2020,meghalaya
10467,west khasi hills district,TOTAL,18440,41431802.48173465,2020,meghalaya
10468,north garo hills district,TOTAL,18850,37908696.16305937,2021,meghalaya
