,District,Pincode,No of Registered User,Year,state,Quater
2043,null,737132,15682,2021,sikkim,Q3
2044,null,737126,14145,2021,sikkim,Q3
2045,null,737135,13811,2021,sikkim,Q3
2046,null,737113,10760,2021,sikkim,Q3
2047,null,737121,9361,2021,sikkim,Q3
2048,null,737120,8604,2021,sikkim,Q3
2049,null,737103,7436,2021,sikkim,Q3
2050,east,0,113537,2021,sikkim,Q4
2051,south,0,41311,2021,sikkim,Q4
2052,west,0,25834,2021,sikkim,Q4
2053,north,0,16725,2021,sikkim,Q4
2054,null,737101,31343,2021,sikkim,Q4
2055,null,737102,21810,2021,sikkim,Q4
2056,null,737134,20001,2021,sikkim,Q4
2057,null,737132,16715,2021,sikkim,Q4
2058,null,737126,15175,2021,sikkim,Q4
2059,null,737135,14764,2021,sikkim,Q4
2060,null,737113,11524,2021,sikkim,Q4
2061,null,737121,10012,2021,sikkim,Q4
2062,null,737120,9245,2021,sikkim,Q4
2063,null,737103,7965,2021,sikkim,Q4
2064,east,0,120360,2022,sikkim,Q1
2065,south,0,43881,2022,sikkim,Q1
2066,west,0,27594,2022,sikkim,Q1
2067,north,0,17781,2022,sikkim,Q1
2068,null,737101,33157,2022,sikkim,Q1
2069,null,737102,23098,2022,sikkim,Q1
2070,null,737134,21281,2022,sikkim,Q1
2071,null,737132,17728,2022,sikkim,Q1
2072,null,737126,16079,2022,sikkim,Q1
2073,null,737135,15654,2022,sikkim,Q1
2074,null,737113,12301,2022,sikkim,Q1
2075,null,737121,10688,2022,sikkim,Q1
2076,null,737120,9820,2022,sikkim,Q1
2077,null,737103,8440,2022,sikkim,Q1
2078,east,0,126666,2022,sikkim,Q2
2079,south,0,46351,2022,sikkim,Q2
2080,west,0,29184,2022,sikkim,Q2
2081,north,0,18793,2022,sikkim,Q2
2082,null,737101,34848,2022,sikkim,Q2
2083,null,737102,24299,2022,sikkim,Q2
2084,null,737134,22433,2022,sikkim,Q2
2085,null,737132,18657,2022,sikkim,Q2
2086,null,737126,16979,2022,sikkim,Q2
2087,null,737135,16506,2022,sikkim,Q2
2088,null,737113,13025,2022,sikkim,Q2
2089,null,737121,11289,2022,sikkim,Q2
2090,null,737120,10381,2022,sikkim,Q2
2091,null,737103,8885,2022,sikkim,Q2
2092,east,0,133152,2022,sikkim,Q3
2093,south,0,48673,2022,sikkim,Q3
2094,west,0,30513,2022,sikkim,Q3
2095,north,0,19687,2022,sikkim,Q3
2096,null,737101,36580,2022,sikkim,Q3
2097,null,737102,25512,2022,sikkim,Q3
2098,null,737134,23630,2022,sikkim,Q3
2099,null,737132,19633,2022,sikkim,Q3
2100,null,737126,17775,2022,sikkim,Q3
2101,null,737135,17399,2022,sikkim,Q3
2102,null,737113,13634,2022,sikkim,Q3
2103,null,737121,11780,2022,sikkim,Q3
2104,null,737120,10901,2022,sikkim,Q3
2105,null,737103,9349,2022,sikkim,Q3
2106,east,0,139175,2022,sikkim,Q4
2107,south,0,50716,2022,sikkim,Q4
2108,west,0,31605,2022,sikkim,Q4
2109,north,0,20472,2022,sikkim,Q4
2110,null,737101,38348,2022,sikkim,Q4
2111,null,737102,26669,2022,sikkim,Q4
2112,null,737134,24659,2022,sikkim,Q4
2113,null,737132,20507,2022,sikkim,Q4
2114,null,737126,18512,2022,sikkim,Q4
2115,null,737135,18170,2022,sikkim,Q4
2116,null,737113,14122,2022,sikkim,Q4
2117,null,737121,12204,2022,sikkim,Q4
2118,null,737120,11369,2022,sikkim,Q4
2119,null,737103,9731,2022,sikkim,Q4
2120,papum pare,0,7649,2018,arunachal-pradesh,Q1
2121,west kameng,0,2202,2018,arunachal-pradesh,Q1
2122,east siang,0,1803,2018,arunachal-pradesh,Q1
2123,tawang,0,1525,2018,arunachal-pradesh,Q1
2124,changlang,0,1208,2018,arunachal-pradesh,Q1
2125,lohit,0,1207,2018,arunachal-pradesh,Q1
2126,west siang,0,846,2018,arunachal-pradesh,Q1
2127,namsai,0,737,2018,arunachal-pradesh,Q1
2128,lower dibang valley,0,601,2018,arunachal-pradesh,Q1
2129,upper subansiri,0,572,2018,arunachal-pradesh,Q1
2130,null,791110,2316,2018,arunachal-pradesh,Q1
2131,null,791111,2203,2018,arunachal-pradesh,Q1
2132,null,791113,1475,2018,arunachal-pradesh,Q1
2133,null,791102,1471,2018,arunachal-pradesh,Q1
2134,null,790104,1139,2018,arunachal-pradesh,Q1
2135,null,791001,969,2018,arunachal-pradesh,Q1
2136,null,791109,857,2018,arunachal-pradesh,Q1
2137,null,792103,829,2018,arunachal-pradesh,Q1
2138,null,792001,828,2018,arunachal-pradesh,Q1
2139,null,790116,766,2018,arunachal-pradesh,Q1
2140,papum pare,0,11418,2018,arunachal-pradesh,Q2
2141,west kameng,0,3442,2018,arunachal-pradesh,Q2
2142,east siang,0,2646,2018,arunachal-pradesh,Q2
2143,tawang,0,2266,2018,arunachal-pradesh,Q2
2144,changlang,0,2014,2018,arunachal-pradesh,Q2
2145,lohit,0,1898,2018,arunachal-pradesh,Q2
2146,namsai,0,1276,2018,arunachal-pradesh,Q2
2147,west siang,0,1224,2018,arunachal-pradesh,Q2
2148,lower dibang valley,0,893,2018,arunachal-pradesh,Q2
2149,upper subansiri,0,883,2018,arunachal-pradesh,Q2
2150,null,791110,3488,2018,arunachal-pradesh,Q2
2151,null,791111,3272,2018,arunachal-pradesh,Q2
2152,null,791113,2219,2018,arunachal-pradesh,Q2
2153,null,791102,2212,2018,arunachal-pradesh,Q2
2154,null,790104,1698,2018,arunachal-pradesh,Q2
2155,null,792103,1457,2018,arunachal-pradesh,Q2
2156,null,791001,1421,2018,arunachal-pradesh,Q2
2157,null,792001,1315,2018,arunachal-pradesh,Q2
2158,null,791109,1231,2018,arunachal-pradesh,Q2
2159,null,790116,1213,2018,arunachal-pradesh,Q2
2160,papum pare,0,16009,2018,arunachal-pradesh,Q3
2161,west kameng,0,4765,2018,arunachal-pradesh,Q3
2162,east siang,0,3590,2018,arunachal-pradesh,Q3
2163,tawang,0,3112,2018,arunachal-pradesh,Q3
2164,changlang,0,2889,2018,arunachal-pradesh,Q3
2165,lohit,0,2612,2018,arunachal-pradesh,Q3
2166,namsai,0,1862,2018,arunachal-pradesh,Q3
2167,west siang,0,1652,2018,arunachal-pradesh,Q3
2168,lower dibang valley,0,1286,2018,arunachal-pradesh,Q3
2169,tirap,0,1226,2018,arunachal-pradesh,Q3
2170,null,791110,4872,2018,arunachal-pradesh,Q3
2171,null,791111,4610,2018,arunachal-pradesh,Q3
2172,null,791113,3178,2018,arunachal-pradesh,Q3
2173,null,791102,3077,2018,arunachal-pradesh,Q3
2174,null,790104,2328,2018,arunachal-pradesh,Q3
2175,null,792103,2067,2018,arunachal-pradesh,Q3
2176,null,791001,1907,2018,arunachal-pradesh,Q3
2177,null,792001,1819,2018,arunachal-pradesh,Q3
2178,null,790116,1623,2018,arunachal-pradesh,Q3
2179,null,791109,1612,2018,arunachal-pradesh,Q3
2180,papum pare,0,21342,2018,arunachal-pradesh,Q4
2181,west kameng,0,6492,2018,arunachal-pradesh,Q4
2182,east siang,0,4813,2018,arunachal-pradesh,Q4
2183,tawang,0,4085,2018,arunachal-pradesh,Q4
2184,changlang,0,4036,2018,arunachal-pradesh,Q4
2185,lohit,0,3588,2018,arunachal-pradesh,Q4
2186,namsai,0,2495,2018,arunachal-pradesh,Q4
2187,west siang,0,2117,2018,arunachal-pradesh,Q4
2188,lower dibang valley,0,1827,2018,arunachal-pradesh,Q4
2189,tirap,0,1684,2018,arunachal-pradesh,Q4
2190,null,791110,6599,2018,arunachal-pradesh,Q4
2191,null,791111,6225,2018,arunachal-pradesh,Q4
2192,null,791113,4115,2018,arunachal-pradesh,Q4
2193,null,791102,4109,2018,arunachal-pradesh,Q4
2194,null,790104,3034,2018,arunachal-pradesh,Q4
2195,null,792103,2741,2018,arunachal-pradesh,Q4
2196,null,792001,2577,2018,arunachal-pradesh,Q4
2197,null,791001,2444,2018,arunachal-pradesh,Q4
2198,null,790116,2206,2018,arunachal-pradesh,Q4
2199,null,791109,2071,2018,arunachal-pradesh,Q4
2200,papum pare,0,26298,2019,arunachal-pradesh,Q1
2201,west kameng,0,8115,2019,arunachal-pradesh,Q1
2202,east siang,0,5899,2019,arunachal-pradesh,Q1
2203,changlang,0,5210,2019,arunachal-pradesh,Q1
2204,tawang,0,5023,2019,arunachal-pradesh,Q1
2205,lohit,0,4416,2019,arunachal-pradesh,Q1
2206,namsai,0,3153,2019,arunachal-pradesh,Q1
2207,west siang,0,2656,2019,arunachal-pradesh,Q1
2208,lower dibang valley,0,2314,2019,arunachal-pradesh,Q1
2209,tirap,0,2082,2019,arunachal-pradesh,Q1
2210,null,791110,8094,2019,arunachal-pradesh,Q1
2211,null,791111,7673,2019,arunachal-pradesh,Q1
2212,null,791113,5140,2019,arunachal-pradesh,Q1
2213,null,791102,5030,2019,arunachal-pradesh,Q1
2214,null,790104,3751,2019,arunachal-pradesh,Q1
2215,null,792103,3477,2019,arunachal-pradesh,Q1
2216,null,792001,3160,2019,arunachal-pradesh,Q1
2217,null,791001,3103,2019,arunachal-pradesh,Q1
2218,null,790116,2798,2019,arunachal-pradesh,Q1
2219,null,791109,2519,2019,arunachal-pradesh,Q1
2220,papum pare,0,32800,2019,arunachal-pradesh,Q2
2221,west kameng,0,9782,2019,arunachal-pradesh,Q2
2222,east siang,0,7319,2019,arunachal-pradesh,Q2
2223,changlang,0,6884,2019,arunachal-pradesh,Q2
2224,tawang,0,5908,2019,arunachal-pradesh,Q2
2225,lohit,0,5485,2019,arunachal-pradesh,Q2
2226,namsai,0,3914,2019,arunachal-pradesh,Q2
2227,west siang,0,3393,2019,arunachal-pradesh,Q2
2228,lower dibang valley,0,2842,2019,arunachal-pradesh,Q2
2229,tirap,0,2697,2019,arunachal-pradesh,Q2
2230,null,791110,10055,2019,arunachal-pradesh,Q2
2231,null,791111,9597,2019,arunachal-pradesh,Q2
2232,null,791113,6418,2019,arunachal-pradesh,Q2
2233,null,791102,6283,2019,arunachal-pradesh,Q2
2234,null,790104,4437,2019,arunachal-pradesh,Q2
2235,null,792103,4369,2019,arunachal-pradesh,Q2
2236,null,791001,3960,2019,arunachal-pradesh,Q2
2237,null,792001,3918,2019,arunachal-pradesh,Q2
2238,null,790116,3335,2019,arunachal-pradesh,Q2
2239,null,791109,3151,2019,arunachal-pradesh,Q2
2240,papum pare,0,38845,2019,arunachal-pradesh,Q3
2241,west kameng,0,11186,2019,arunachal-pradesh,Q3
2242,east siang,0,8571,2019,arunachal-pradesh,Q3
2243,changlang,0,8145,2019,arunachal-pradesh,Q3
2244,tawang,0,6553,2019,arunachal-pradesh,Q3
2245,lohit,0,6421,2019,arunachal-pradesh,Q3
2246,namsai,0,4563,2019,arunachal-pradesh,Q3
2247,west siang,0,4101,2019,arunachal-pradesh,Q3
2248,lower dibang valley,0,3398,2019,arunachal-pradesh,Q3
2249,tirap,0,3099,2019,arunachal-pradesh,Q3
2250,null,791110,11834,2019,arunachal-pradesh,Q3
2251,null,791111,11464,2019,arunachal-pradesh,Q3
2252,null,791113,7593,2019,arunachal-pradesh,Q3
2253,null,791102,7308,2019,arunachal-pradesh,Q3
2254,null,792103,5172,2019,arunachal-pradesh,Q3
2255,null,790104,4964,2019,arunachal-pradesh,Q3
2256,null,791001,4733,2019,arunachal-pradesh,Q3
2257,null,792001,4605,2019,arunachal-pradesh,Q3
2258,null,791109,3715,2019,arunachal-pradesh,Q3
2259,null,790116,3709,2019,arunachal-pradesh,Q3
2260,papum pare,0,44746,2019,arunachal-pradesh,Q4
2261,west kameng,0,12562,2019,arunachal-pradesh,Q4
2262,east siang,0,9859,2019,arunachal-pradesh,Q4
2263,changlang,0,9662,2019,arunachal-pradesh,Q4
2264,lohit,0,7386,2019,arunachal-pradesh,Q4
2265,tawang,0,7303,2019,arunachal-pradesh,Q4
2266,namsai,0,5190,2019,arunachal-pradesh,Q4
2267,west siang,0,4773,2019,arunachal-pradesh,Q4
2268,lower dibang valley,0,3944,2019,arunachal-pradesh,Q4
2269,tirap,0,3605,2019,arunachal-pradesh,Q4
2270,null,791110,13737,2019,arunachal-pradesh,Q4
2271,null,791111,13109,2019,arunachal-pradesh,Q4
2272,null,791113,8753,2019,arunachal-pradesh,Q4
2273,null,791102,8369,2019,arunachal-pradesh,Q4
2274,null,792103,5974,2019,arunachal-pradesh,Q4
2275,null,790104,5523,2019,arunachal-pradesh,Q4
2276,null,791001,5499,2019,arunachal-pradesh,Q4
2277,null,792001,5268,2019,arunachal-pradesh,Q4
2278,null,791109,4216,2019,arunachal-pradesh,Q4
2279,null,790116,4071,2019,arunachal-pradesh,Q4
2280,papum pare,0,51342,2020,arunachal-pradesh,Q1
2281,west kameng,0,13983,2020,arunachal-pradesh,Q1
2282,east siang,0,11298,2020,arunachal-pradesh,Q1
2283,changlang,0,11262,2020,arunachal-pradesh,Q1
2284,lohit,0,8454,2020,arunachal-pradesh,Q1
2285,tawang,0,8048,2020,arunachal-pradesh,Q1
2286,namsai,0,6029,2020,arunachal-pradesh,Q1
2287,west siang,0,5757,2020,arunachal-pradesh,Q1
2288,lower dibang valley,0,4650,2020,arunachal-pradesh,Q1
2289,lower subansiri,0,4351,2020,arunachal-pradesh,Q1
2290,null,791110,15867,2020,arunachal-pradesh,Q1
2291,null,791111,14888,2020,arunachal-pradesh,Q1
2292,null,791113,10049,2020,arunachal-pradesh,Q1
2293,null,791102,9584,2020,arunachal-pradesh,Q1
2294,null,792103,6949,2020,arunachal-pradesh,Q1
2295,null,791001,6631,2020,arunachal-pradesh,Q1
2296,null,790104,6108,2020,arunachal-pradesh,Q1
2297,null,792001,6044,2020,arunachal-pradesh,Q1
2298,null,791109,4808,2020,arunachal-pradesh,Q1
2299,null,792110,4690,2020,arunachal-pradesh,Q1
2300,papum pare,0,59968,2020,arunachal-pradesh,Q2
2301,west kameng,0,15766,2020,arunachal-pradesh,Q2
2302,changlang,0,14036,2020,arunachal-pradesh,Q2
2303,east siang,0,13601,2020,arunachal-pradesh,Q2
2304,lohit,0,10154,2020,arunachal-pradesh,Q2
2305,tawang,0,8993,2020,arunachal-pradesh,Q2
2306,namsai,0,7426,2020,arunachal-pradesh,Q2
2307,west siang,0,7239,2020,arunachal-pradesh,Q2
2308,lower dibang valley,0,5782,2020,arunachal-pradesh,Q2
2309,lower subansiri,0,5392,2020,arunachal-pradesh,Q2
2310,null,791110,18699,2020,arunachal-pradesh,Q2
2311,null,791111,17137,2020,arunachal-pradesh,Q2
2312,null,791113,11777,2020,arunachal-pradesh,Q2
2313,null,791102,11547,2020,arunachal-pradesh,Q2
2314,null,792103,8648,2020,arunachal-pradesh,Q2
2315,null,791001,8304,2020,arunachal-pradesh,Q2
2316,null,792001,7106,2020,arunachal-pradesh,Q2
2317,null,790104,6860,2020,arunachal-pradesh,Q2
2318,null,792110,5825,2020,arunachal-pradesh,Q2
2319,null,791109,5521,2020,arunachal-pradesh,Q2
2320,papum pare,0,69419,2020,arunachal-pradesh,Q3
2321,west kameng,0,17636,2020,arunachal-pradesh,Q3
2322,changlang,0,16385,2020,arunachal-pradesh,Q3
2323,east siang,0,15921,2020,arunachal-pradesh,Q3
2324,lohit,0,11755,2020,arunachal-pradesh,Q3
2325,tawang,0,9944,2020,arunachal-pradesh,Q3
2326,west siang,0,8623,2020,arunachal-pradesh,Q3
2327,namsai,0,8553,2020,arunachal-pradesh,Q3
2328,lower dibang valley,0,6799,2020,arunachal-pradesh,Q3
2329,lower subansiri,0,6456,2020,arunachal-pradesh,Q3
2330,null,791110,21772,2020,arunachal-pradesh,Q3
2331,null,791111,19597,2020,arunachal-pradesh,Q3
2332,null,791113,13723,2020,arunachal-pradesh,Q3
2333,null,791102,13422,2020,arunachal-pradesh,Q3
2334,null,792103,9996,2020,arunachal-pradesh,Q3
2335,null,791001,9880,2020,arunachal-pradesh,Q3
2336,null,792001,8196,2020,arunachal-pradesh,Q3
2337,null,790104,7622,2020,arunachal-pradesh,Q3
2338,null,792110,6844,2020,arunachal-pradesh,Q3
2339,null,791109,6404,2020,arunachal-pradesh,Q3
2340,papum pare,0,77936,2020,arunachal-pradesh,Q4
2341,west kameng,0,19464,2020,arunachal-pradesh,Q4
2342,changlang,0,18203,2020,arunachal-pradesh,Q4
2343,east siang,0,17822,2020,arunachal-pradesh,Q4
2344,lohit,0,13126,2020,arunachal-pradesh,Q4
2345,tawang,0,10909,2020,arunachal-pradesh,Q4
2346,west siang,0,9911,2020,arunachal-pradesh,Q4
2347,namsai,0,9437,2020,arunachal-pradesh,Q4
2348,lower dibang valley,0,7693,2020,arunachal-pradesh,Q4
2349,lower subansiri,0,7388,2020,arunachal-pradesh,Q4
2350,null,791110,24414,2020,arunachal-pradesh,Q4
2351,null,791111,21845,2020,arunachal-pradesh,Q4
2352,null,791113,15540,2020,arunachal-pradesh,Q4
2353,null,791102,14955,2020,arunachal-pradesh,Q4
2354,null,791001,11382,2020,arunachal-pradesh,Q4
2355,null,792103,10964,2020,arunachal-pradesh,Q4
2356,null,792001,9130,2020,arunachal-pradesh,Q4
2357,null,790104,8391,2020,arunachal-pradesh,Q4
2358,null,792110,7743,2020,arunachal-pradesh,Q4
2359,null,791109,7262,2020,arunachal-pradesh,Q4
2360,papum pare,0,84715,2021,arunachal-pradesh,Q1
2361,west kameng,0,21027,2021,arunachal-pradesh,Q1
2362,changlang,0,19716,2021,arunachal-pradesh,Q1
2363,east siang,0,19342,2021,arunachal-pradesh,Q1
2364,lohit,0,14231,2021,arunachal-pradesh,Q1
2365,tawang,0,11778,2021,arunachal-pradesh,Q1
2366,west siang,0,10836,2021,arunachal-pradesh,Q1
2367,namsai,0,10242,2021,arunachal-pradesh,Q1
2368,lower dibang valley,0,8402,2021,arunachal-pradesh,Q1
2369,lower subansiri,0,8044,2021,arunachal-pradesh,Q1
2370,null,791110,26578,2021,arunachal-pradesh,Q1
2371,null,791111,23660,2021,arunachal-pradesh,Q1
2372,null,791113,16942,2021,arunachal-pradesh,Q1
2373,null,791102,16191,2021,arunachal-pradesh,Q1
2374,null,791001,12442,2021,arunachal-pradesh,Q1
2375,null,792103,11916,2021,arunachal-pradesh,Q1
2376,null,792001,9875,2021,arunachal-pradesh,Q1
2377,null,790104,9066,2021,arunachal-pradesh,Q1
2378,null,792110,8458,2021,arunachal-pradesh,Q1
2379,null,791109,7917,2021,arunachal-pradesh,Q1
2380,papum pare,0,90871,2021,arunachal-pradesh,Q2
2381,west kameng,0,22625,2021,arunachal-pradesh,Q2
2382,changlang,0,21404,2021,arunachal-pradesh,Q2
2383,east siang,0,20817,2021,arunachal-pradesh,Q2
2384,lohit,0,15360,2021,arunachal-pradesh,Q2
2385,tawang,0,12636,2021,arunachal-pradesh,Q2
2386,west siang,0,11657,2021,arunachal-pradesh,Q2
2387,namsai,0,11111,2021,arunachal-pradesh,Q2
2388,lower dibang valley,0,9094,2021,arunachal-pradesh,Q2
2389,lower subansiri,0,8685,2021,arunachal-pradesh,Q2
2390,null,791110,28553,2021,arunachal-pradesh,Q2
2391,null,791111,25349,2021,arunachal-pradesh,Q2
2392,null,791113,18141,2021,arunachal-pradesh,Q2
2393,null,791102,17388,2021,arunachal-pradesh,Q2
2394,null,791001,13401,2021,arunachal-pradesh,Q2
2395,null,792103,12890,2021,arunachal-pradesh,Q2
2396,null,792001,10617,2021,arunachal-pradesh,Q2
2397,null,790104,9711,2021,arunachal-pradesh,Q2
2398,null,792110,9156,2021,arunachal-pradesh,Q2
2399,null,791109,8470,2021,arunachal-pradesh,Q2
2400,papum pare,0,97854,2021,arunachal-pradesh,Q3
2401,west kameng,0,24489,2021,arunachal-pradesh,Q3
2402,changlang,0,23328,2021,arunachal-pradesh,Q3
2403,east siang,0,22538,2021,arunachal-pradesh,Q3
2404,lohit,0,16680,2021,arunachal-pradesh,Q3
2405,tawang,0,13650,2021,arunachal-pradesh,Q3
2406,west siang,0,12616,2021,arunachal-pradesh,Q3
2407,namsai,0,12140,2021,arunachal-pradesh,Q3
2408,lower dibang valley,0,9920,2021,arunachal-pradesh,Q3
2409,lower subansiri,0,9451,2021,arunachal-pradesh,Q3
2410,null,791110,30734,2021,arunachal-pradesh,Q3
2411,null,791111,27265,2021,arunachal-pradesh,Q3
2412,null,791113,19520,2021,arunachal-pradesh,Q3
2413,null,791102,18855,2021,arunachal-pradesh,Q3
2414,null,791001,14519,2021,arunachal-pradesh,Q3
2415,null,792103,14068,2021,arunachal-pradesh,Q3
2416,null,792001,11487,2021,arunachal-pradesh,Q3
2417,null,790104,10467,2021,arunachal-pradesh,Q3
2418,null,792110,9990,2021,arunachal-pradesh,Q3
2419,null,791109,9111,2021,arunachal-pradesh,Q3
2420,papum pare,0,104806,2021,arunachal-pradesh,Q4
2421,west kameng,0,26237,2021,arunachal-pradesh,Q4
2422,changlang,0,25155,2021,arunachal-pradesh,Q4
2423,east siang,0,24208,2021,arunachal-pradesh,Q4
2424,lohit,0,17980,2021,arunachal-pradesh,Q4
2425,tawang,0,14665,2021,arunachal-pradesh,Q4
2426,west siang,0,13555,2021,arunachal-pradesh,Q4
2427,namsai,0,13092,2021,arunachal-pradesh,Q4
2428,lower dibang valley,0,10679,2021,arunachal-pradesh,Q4
2429,lower subansiri,0,10187,2021,arunachal-pradesh,Q4
2430,null,791110,32931,2021,arunachal-pradesh,Q4
2431,null,791111,29128,2021,arunachal-pradesh,Q4
2432,null,791113,20914,2021,arunachal-pradesh,Q4
2433,null,791102,20261,2021,arunachal-pradesh,Q4
2434,null,791001,15589,2021,arunachal-pradesh,Q4
2435,null,792103,15154,2021,arunachal-pradesh,Q4
2436,null,792001,12358,2021,arunachal-pradesh,Q4
2437,null,790104,11211,2021,arunachal-pradesh,Q4
2438,null,792110,10752,2021,arunachal-pradesh,Q4
2439,null,791109,9729,2021,arunachal-pradesh,Q4
2440,papum pare,0,111271,2022,arunachal-pradesh,Q1
2441,west kameng,0,27860,2022,arunachal-pradesh,Q1
2442,changlang,0,26904,2022,arunachal-pradesh,Q1
2443,east siang,0,25763,2022,arunachal-pradesh,Q1
2444,lohit,0,19214,2022,arunachal-pradesh,Q1
2445,tawang,0,15589,2022,arunachal-pradesh,Q1
2446,west siang,0,14420,2022,arunachal-pradesh,Q1
2447,namsai,0,14054,2022,arunachal-pradesh,Q1
2448,lower dibang valley,0,11401,2022,arunachal-pradesh,Q1
2449,lower subansiri,0,10854,2022,arunachal-pradesh,Q1
2450,null,791110,34915,2022,arunachal-pradesh,Q1
2451,null,791111,30912,2022,arunachal-pradesh,Q1
2452,null,791113,22258,2022,arunachal-pradesh,Q1
2453,null,791102,21601,2022,arunachal-pradesh,Q1
2454,null,791001,16600,2022,arunachal-pradesh,Q1
2455,null,792103,16282,2022,arunachal-pradesh,Q1
2456,null,792001,13172,2022,arunachal-pradesh,Q1
2457,null,790104,11905,2022,arunachal-pradesh,Q1
2458,null,792110,11479,2022,arunachal-pradesh,Q1
2459,null,791109,10306,2022,arunachal-pradesh,Q1
2460,papum pare,0,117568,2022,arunachal-pradesh,Q2
2461,west kameng,0,29424,2022,arunachal-pradesh,Q2
2462,changlang,0,28495,2022,arunachal-pradesh,Q2
2463,east siang,0,27240,2022,arunachal-pradesh,Q2
2464,lohit,0,20325,2022,arunachal-pradesh,Q2
2465,tawang,0,16475,2022,arunachal-pradesh,Q2
2466,west siang,0,15231,2022,arunachal-pradesh,Q2
2467,namsai,0,14887,2022,arunachal-pradesh,Q2
2468,lower dibang valley,0,12040,2022,arunachal-pradesh,Q2
2469,lower subansiri,0,11479,2022,arunachal-pradesh,Q2
2470,null,791110,36914,2022,arunachal-pradesh,Q2
2471,null,791111,32620,2022,arunachal-pradesh,Q2
2472,null,791113,23506,2022,arunachal-pradesh,Q2
2473,null,791102,22850,2022,arunachal-pradesh,Q2
2474,null,791001,17531,2022,arunachal-pradesh,Q2
2475,null,792103,17259,2022,arunachal-pradesh,Q2
2476,null,792001,13915,2022,arunachal-pradesh,Q2
2477,null,790104,12565,2022,arunachal-pradesh,Q2
2478,null,792110,12124,2022,arunachal-pradesh,Q2
2479,null,791109,10908,2022,arunachal-pradesh,Q2
2480,papum pare,0,124095,2022,arunachal-pradesh,Q3
2481,west kameng,0,30964,2022,arunachal-pradesh,Q3
2482,changlang,0,29965,2022,arunachal-pradesh,Q3
2483,east siang,0,28698,2022,arunachal-pradesh,Q3
2484,lohit,0,21385,2022,arunachal-pradesh,Q3
2485,tawang,0,17281,2022,arunachal-pradesh,Q3
2486,west siang,0,16063,2022,arunachal-pradesh,Q3
2487,namsai,0,15642,2022,arunachal-pradesh,Q3
2488,lower dibang valley,0,12668,2022,arunachal-pradesh,Q3
2489,lower subansiri,0,12085,2022,arunachal-pradesh,Q3
2490,null,791110,39026,2022,arunachal-pradesh,Q3
2491,null,791111,34393,2022,arunachal-pradesh,Q3
2492,null,791113,24830,2022,arunachal-pradesh,Q3
2493,null,791102,24093,2022,arunachal-pradesh,Q3
2494,null,791001,18476,2022,arunachal-pradesh,Q3
2495,null,792103,18186,2022,arunachal-pradesh,Q3
2496,null,792001,14676,2022,arunachal-pradesh,Q3
2497,null,790104,13227,2022,arunachal-pradesh,Q3
2498,null,792110,12755,2022,arunachal-pradesh,Q3
2499,null,791109,11498,2022,arunachal-pradesh,Q3
2500,papum pare,0,130306,2022,arunachal-pradesh,Q4
2501,west kameng,0,32237,2022,arunachal-pradesh,Q4
2502,changlang,0,31196,2022,arunachal-pradesh,Q4
2503,east siang,0,30033,2022,arunachal-pradesh,Q4
2504,lohit,0,22359,2022,arunachal-pradesh,Q4
2505,tawang,0,18003,2022,arunachal-pradesh,Q4
2506,west siang,0,16816,2022,arunachal-pradesh,Q4
2507,namsai,0,16322,2022,arunachal-pradesh,Q4
2508,lower dibang valley,0,13188,2022,arunachal-pradesh,Q4
2509,lower subansiri,0,12630,2022,arunachal-pradesh,Q4
2510,null,791110,40977,2022,arunachal-pradesh,Q4
2511,null,791111,36205,2022,arunachal-pradesh,Q4
2512,null,791113,26077,2022,arunachal-pradesh,Q4
2513,null,791102,25161,2022,arunachal-pradesh,Q4
2514,null,791001,19310,2022,arunachal-pradesh,Q4
2515,null,792103,19033,2022,arunachal-pradesh,Q4
2516,null,792001,15408,2022,arunachal-pradesh,Q4
2517,null,790104,13837,2022,arunachal-pradesh,Q4
2518,null,792110,13271,2022,arunachal-pradesh,Q4
2519,null,791109,12089,2022,arunachal-pradesh,Q4
2520,dehradun,0,147998,2018,uttarakhand,Q1
2521,haridwar,0,104823,2018,uttarakhand,Q1
