,District name,No of Registered User,AppOpens,Year,State Name,Quater
7943,jodhpur district,1517702,254120726,2022,rajasthan,Q3
7944,karauli district,370379,27073093,2022,rajasthan,Q3
7945,udaipur district,908034,80374530,2022,rajasthan,Q3
7946,dausa district,646611,19935199,2022,rajasthan,Q3
7947,nagaur district,1001401,186521136,2022,rajasthan,Q3
7948,bharatpur district,799601,23295084,2022,rajasthan,Q3
7949,barmer district,714466,287879403,2022,rajasthan,Q3
7950,ajmer district,1050146,99619646,2022,rajasthan,Q3
7951,chittorgarh district,520793,62711300,2022,rajasthan,Q3
7952,hanumangarh district,438430,303886660,2022,rajasthan,Q3
7953,pratapgarh district,140123,32602291,2022,rajasthan,Q3
7954,sawai madhopur district,461840,32215728,2022,rajasthan,Q3
7955,jalore district,436182,67230900,2022,rajasthan,Q3
7956,bikaner district,819523,250765934,2022,rajasthan,Q3
7957,sikar district,1133443,61228825,2022,rajasthan,Q3
7958,dholpur district,237489,19098756,2022,rajasthan,Q3
7959,sirohi district,289792,29876298,2022,rajasthan,Q3
7960,rajsamand district,317247,43640347,2022,rajasthan,Q3
7961,jaisalmer district,256162,163060522,2022,rajasthan,Q3
7962,bundi district,324032,38644499,2022,rajasthan,Q3
7963,jhalawar district,370638,49646877,2022,rajasthan,Q3
7964,alwar district,1755844,56486270,2022,rajasthan,Q3
7965,kota district,982248,34674075,2022,rajasthan,Q3
7966,jhunjhunu district,839052,38191893,2022,rajasthan,Q3
7967,pali district,641377,37823446,2022,rajasthan,Q4
7968,ganganagar district,639140,41572688,2022,rajasthan,Q4
7969,churu district,659182,34536777,2022,rajasthan,Q4
7970,jaipur district,5975863,302929885,2022,rajasthan,Q4
7971,baran district,320431,17042993,2022,rajasthan,Q4
7972,bhilwara district,1017032,71900538,2022,rajasthan,Q4
7973,banswara district,220126,13983897,2022,rajasthan,Q4
7974,dungarpur district,199320,10652699,2022,rajasthan,Q4
7975,tonk district,501573,29169650,2022,rajasthan,Q4
7976,jodhpur district,1583620,94660470,2022,rajasthan,Q4
7977,karauli district,388010,19877087,2022,rajasthan,Q4
7978,udaipur district,949767,57456129,2022,rajasthan,Q4
7979,dausa district,678693,33124667,2022,rajasthan,Q4
7980,nagaur district,1043562,66793982,2022,rajasthan,Q4
7981,bharatpur district,839280,31088388,2022,rajasthan,Q4
7982,barmer district,742793,59090917,2022,rajasthan,Q4
7983,ajmer district,1097266,73340646,2022,rajasthan,Q4
7984,chittorgarh district,544856,36614779,2022,rajasthan,Q4
7985,hanumangarh district,459397,29067836,2022,rajasthan,Q4
7986,pratapgarh district,146311,10020826,2022,rajasthan,Q4
7987,sawai madhopur district,484318,24244979,2022,rajasthan,Q4
7988,jalore district,454009,26134282,2022,rajasthan,Q4
7989,bikaner district,856385,51898443,2022,rajasthan,Q4
7990,sikar district,1185927,64102564,2022,rajasthan,Q4
7991,dholpur district,249028,13787272,2022,rajasthan,Q4
7992,sirohi district,302852,16427206,2022,rajasthan,Q4
7993,rajsamand district,331406,24301610,2022,rajasthan,Q4
7994,jaisalmer district,266118,23450979,2022,rajasthan,Q4
7995,bundi district,339186,19235443,2022,rajasthan,Q4
7996,jhalawar district,387978,23347051,2022,rajasthan,Q4
7997,alwar district,1843138,86723515,2022,rajasthan,Q4
7998,kota district,1031196,51410929,2022,rajasthan,Q4
7999,jhunjhunu district,876787,41612351,2022,rajasthan,Q4
8000,north garo hills district,254,0,2018,meghalaya,Q1
8001,south west khasi hills district,55,0,2018,meghalaya,Q1
8002,west garo hills district,3671,0,2018,meghalaya,Q1
8003,south garo hills district,343,0,2018,meghalaya,Q1
8004,east jaintia hills district,1419,0,2018,meghalaya,Q1
8005,south west garo hills district,299,0,2018,meghalaya,Q1
8006,east khasi hills district,9310,0,2018,meghalaya,Q1
8007,east garo hills district,236,0,2018,meghalaya,Q1
8008,ribhoi district,1891,0,2018,meghalaya,Q1
8009,west jaintia hills district,736,0,2018,meghalaya,Q1
8010,west khasi hills district,299,0,2018,meghalaya,Q1
8011,north garo hills district,445,0,2018,meghalaya,Q2
8012,south west khasi hills district,110,0,2018,meghalaya,Q2
8013,west garo hills district,5289,0,2018,meghalaya,Q2
8014,south garo hills district,530,0,2018,meghalaya,Q2
8015,east jaintia hills district,2051,0,2018,meghalaya,Q2
8016,south west garo hills district,485,0,2018,meghalaya,Q2
8017,east khasi hills district,12907,0,2018,meghalaya,Q2
8018,east garo hills district,437,0,2018,meghalaya,Q2
8019,ribhoi district,2869,0,2018,meghalaya,Q2
8020,west jaintia hills district,1023,0,2018,meghalaya,Q2
8021,west khasi hills district,472,0,2018,meghalaya,Q2
8022,north garo hills district,737,0,2018,meghalaya,Q3
8023,south west khasi hills district,177,0,2018,meghalaya,Q3
8024,west garo hills district,7529,0,2018,meghalaya,Q3
8025,south garo hills district,821,0,2018,meghalaya,Q3
8026,east jaintia hills district,2886,0,2018,meghalaya,Q3
8027,south west garo hills district,810,0,2018,meghalaya,Q3
8028,east khasi hills district,17543,0,2018,meghalaya,Q3
8029,east garo hills district,694,0,2018,meghalaya,Q3
8030,ribhoi district,3889,0,2018,meghalaya,Q3
8031,west jaintia hills district,1465,0,2018,meghalaya,Q3
8032,west khasi hills district,730,0,2018,meghalaya,Q3
8033,north garo hills district,1092,0,2018,meghalaya,Q4
8034,south west khasi hills district,253,0,2018,meghalaya,Q4
8035,west garo hills district,10445,0,2018,meghalaya,Q4
8036,south garo hills district,1057,0,2018,meghalaya,Q4
8037,east jaintia hills district,3735,0,2018,meghalaya,Q4
8038,south west garo hills district,1115,0,2018,meghalaya,Q4
8039,east khasi hills district,22845,0,2018,meghalaya,Q4
8040,east garo hills district,1067,0,2018,meghalaya,Q4
8041,ribhoi district,5207,0,2018,meghalaya,Q4
8042,west jaintia hills district,1861,0,2018,meghalaya,Q4
8043,west khasi hills district,957,0,2018,meghalaya,Q4
8044,north garo hills district,1482,0,2019,meghalaya,Q1
8045,south west khasi hills district,329,0,2019,meghalaya,Q1
8046,west garo hills district,12932,0,2019,meghalaya,Q1
8047,south garo hills district,1296,0,2019,meghalaya,Q1
8048,east jaintia hills district,4643,0,2019,meghalaya,Q1
8049,south west garo hills district,1434,0,2019,meghalaya,Q1
8050,east khasi hills district,27937,0,2019,meghalaya,Q1
8051,east garo hills district,1424,0,2019,meghalaya,Q1
8052,ribhoi district,6543,0,2019,meghalaya,Q1
8053,west jaintia hills district,2276,0,2019,meghalaya,Q1
8054,west khasi hills district,1191,0,2019,meghalaya,Q1
8055,north garo hills district,1965,8905,2019,meghalaya,Q2
8056,south west khasi hills district,448,2506,2019,meghalaya,Q2
8057,west garo hills district,15673,72876,2019,meghalaya,Q2
8058,south garo hills district,1640,7558,2019,meghalaya,Q2
8059,east jaintia hills district,5580,38147,2019,meghalaya,Q2
8060,south west garo hills district,1902,9442,2019,meghalaya,Q2
8061,east khasi hills district,33377,175058,2019,meghalaya,Q2
8062,east garo hills district,1855,9573,2019,meghalaya,Q2
8063,ribhoi district,7894,51958,2019,meghalaya,Q2
8064,west jaintia hills district,2846,11316,2019,meghalaya,Q2
8065,west khasi hills district,1566,8425,2019,meghalaya,Q2
8066,north garo hills district,2403,32901,2019,meghalaya,Q3
8067,south west khasi hills district,521,10278,2019,meghalaya,Q3
8068,west garo hills district,18509,258510,2019,meghalaya,Q3
8069,south garo hills district,2020,27451,2019,meghalaya,Q3
8070,east jaintia hills district,6371,131205,2019,meghalaya,Q3
8071,south west garo hills district,2306,36115,2019,meghalaya,Q3
8072,east khasi hills district,38761,608108,2019,meghalaya,Q3
8073,east garo hills district,2313,32036,2019,meghalaya,Q3
8074,ribhoi district,9007,185794,2019,meghalaya,Q3
8075,west jaintia hills district,3346,38914,2019,meghalaya,Q3
8076,west khasi hills district,1838,26502,2019,meghalaya,Q3
8077,north garo hills district,2871,39381,2019,meghalaya,Q4
8078,south west khasi hills district,619,12271,2019,meghalaya,Q4
8079,west garo hills district,21300,279541,2019,meghalaya,Q4
8080,south garo hills district,2434,30886,2019,meghalaya,Q4
8081,east jaintia hills district,7343,145362,2019,meghalaya,Q4
8082,south west garo hills district,2757,41158,2019,meghalaya,Q4
8083,east khasi hills district,43484,626975,2019,meghalaya,Q4
8084,east garo hills district,2788,37883,2019,meghalaya,Q4
8085,ribhoi district,10308,204050,2019,meghalaya,Q4
8086,west jaintia hills district,3946,47102,2019,meghalaya,Q4
8087,west khasi hills district,2180,25933,2019,meghalaya,Q4
8088,north garo hills district,3311,45211,2020,meghalaya,Q1
8089,south west khasi hills district,724,14636,2020,meghalaya,Q1
8090,west garo hills district,24124,338577,2020,meghalaya,Q1
8091,south garo hills district,2810,43923,2020,meghalaya,Q1
8092,east jaintia hills district,8368,174603,2020,meghalaya,Q1
8093,south west garo hills district,3234,50775,2020,meghalaya,Q1
8094,east khasi hills district,49251,671640,2020,meghalaya,Q1
8095,east garo hills district,3251,47574,2020,meghalaya,Q1
8096,ribhoi district,11689,234367,2020,meghalaya,Q1
8097,west jaintia hills district,4530,59509,2020,meghalaya,Q1
8098,west khasi hills district,2522,35396,2020,meghalaya,Q1
8099,north garo hills district,4318,75310,2020,meghalaya,Q2
8100,south west khasi hills district,934,21859,2020,meghalaya,Q2
8101,west garo hills district,29492,479767,2020,meghalaya,Q2
8102,south garo hills district,3590,61880,2020,meghalaya,Q2
8103,east jaintia hills district,9695,208825,2020,meghalaya,Q2
8104,south west garo hills district,4266,89389,2020,meghalaya,Q2
8105,east khasi hills district,57322,821770,2020,meghalaya,Q2
8106,east garo hills district,4132,73258,2020,meghalaya,Q2
8107,ribhoi district,13550,231180,2020,meghalaya,Q2
8108,west jaintia hills district,5717,87706,2020,meghalaya,Q2
8109,west khasi hills district,3195,54309,2020,meghalaya,Q2
8110,north garo hills district,5242,81708,2020,meghalaya,Q3
8111,south west khasi hills district,1169,22236,2020,meghalaya,Q3
8112,west garo hills district,34201,541797,2020,meghalaya,Q3
8113,south garo hills district,4370,72019,2020,meghalaya,Q3
8114,east jaintia hills district,11084,213957,2020,meghalaya,Q3
8115,south west garo hills district,5082,86439,2020,meghalaya,Q3
8116,east khasi hills district,65268,878005,2020,meghalaya,Q3
8117,east garo hills district,5002,81354,2020,meghalaya,Q3
8118,ribhoi district,15427,256534,2020,meghalaya,Q3
8119,west jaintia hills district,6997,95731,2020,meghalaya,Q3
8120,west khasi hills district,3899,54754,2020,meghalaya,Q3
8121,north garo hills district,5914,92098,2020,meghalaya,Q4
8122,south west khasi hills district,1364,26083,2020,meghalaya,Q4
8123,west garo hills district,37988,606770,2020,meghalaya,Q4
8124,south garo hills district,5006,78371,2020,meghalaya,Q4
8125,east jaintia hills district,12337,244254,2020,meghalaya,Q4
8126,south west garo hills district,5772,90481,2020,meghalaya,Q4
8127,east khasi hills district,72639,1022983,2020,meghalaya,Q4
8128,east garo hills district,5777,92633,2020,meghalaya,Q4
8129,ribhoi district,17198,324447,2020,meghalaya,Q4
8130,west jaintia hills district,7968,105256,2020,meghalaya,Q4
8131,west khasi hills district,4484,62541,2020,meghalaya,Q4
8132,north garo hills district,6392,87414,2021,meghalaya,Q1
8133,south west khasi hills district,1479,25803,2021,meghalaya,Q1
8134,west garo hills district,40993,624759,2021,meghalaya,Q1
8135,south garo hills district,5439,81330,2021,meghalaya,Q1
8136,east jaintia hills district,13460,304466,2021,meghalaya,Q1
8137,south west garo hills district,6276,81312,2021,meghalaya,Q1
8138,east khasi hills district,78429,1079909,2021,meghalaya,Q1
8139,east garo hills district,6237,84371,2021,meghalaya,Q1
8140,ribhoi district,18641,402509,2021,meghalaya,Q1
8141,west jaintia hills district,8665,98578,2021,meghalaya,Q1
8142,west khasi hills district,4858,68575,2021,meghalaya,Q1
8143,north garo hills district,6951,373360,2021,meghalaya,Q2
8144,south west khasi hills district,1616,186895,2021,meghalaya,Q2
8145,west garo hills district,44151,1729335,2021,meghalaya,Q2
8146,south garo hills district,5922,423241,2021,meghalaya,Q2
8147,east jaintia hills district,14530,750075,2021,meghalaya,Q2
8148,south west garo hills district,6835,368339,2021,meghalaya,Q2
8149,east khasi hills district,84124,1511469,2021,meghalaya,Q2
8150,east garo hills district,6754,388838,2021,meghalaya,Q2
8151,ribhoi district,20098,773596,2021,meghalaya,Q2
8152,west jaintia hills district,9409,426978,2021,meghalaya,Q2
8153,west khasi hills district,5296,358678,2021,meghalaya,Q2
8154,north garo hills district,7584,514829,2021,meghalaya,Q3
8155,south west khasi hills district,1802,266385,2021,meghalaya,Q3
8156,west garo hills district,47869,2349399,2021,meghalaya,Q3
8157,south garo hills district,6442,552240,2021,meghalaya,Q3
8158,east jaintia hills district,15847,986899,2021,meghalaya,Q3
8159,south west garo hills district,7531,527856,2021,meghalaya,Q3
8160,east khasi hills district,90505,2044296,2021,meghalaya,Q3
8161,east garo hills district,7389,652951,2021,meghalaya,Q3
8162,ribhoi district,21875,973925,2021,meghalaya,Q3
8163,west jaintia hills district,10337,591674,2021,meghalaya,Q3
8164,west khasi hills district,5884,492502,2021,meghalaya,Q3
8165,north garo hills district,8212,217752,2021,meghalaya,Q4
8166,south west khasi hills district,1986,47102,2021,meghalaya,Q4
8167,west garo hills district,51617,1414661,2021,meghalaya,Q4
8168,south garo hills district,7005,153237,2021,meghalaya,Q4
8169,east jaintia hills district,17115,672885,2021,meghalaya,Q4
8170,south west garo hills district,8197,209067,2021,meghalaya,Q4
8171,east khasi hills district,96942,1850500,2021,meghalaya,Q4
8172,east garo hills district,8015,210176,2021,meghalaya,Q4
8173,ribhoi district,23562,898927,2021,meghalaya,Q4
8174,west jaintia hills district,11189,221642,2021,meghalaya,Q4
8175,west khasi hills district,6428,152645,2021,meghalaya,Q4
8176,north garo hills district,8795,1305426,2022,meghalaya,Q1
8177,south west khasi hills district,2130,919454,2022,meghalaya,Q1
8178,west garo hills district,55028,5145619,2022,meghalaya,Q1
8179,south garo hills district,7508,1362153,2022,meghalaya,Q1
8180,east jaintia hills district,18301,2282567,2022,meghalaya,Q1
8181,south west garo hills district,8758,1573185,2022,meghalaya,Q1
8182,east khasi hills district,102838,3580903,2022,meghalaya,Q1
8183,east garo hills district,8578,1693715,2022,meghalaya,Q1
8184,ribhoi district,25112,2465091,2022,meghalaya,Q1
8185,west jaintia hills district,11952,1483829,2022,meghalaya,Q1
8186,west khasi hills district,6839,1822164,2022,meghalaya,Q1
8187,north garo hills district,9312,1591079,2022,meghalaya,Q2
8188,south west khasi hills district,2239,967828,2022,meghalaya,Q2
8189,west garo hills district,58178,5515309,2022,meghalaya,Q2
8190,south garo hills district,7922,1552068,2022,meghalaya,Q2
8191,east jaintia hills district,19314,2579775,2022,meghalaya,Q2
8192,south west garo hills district,9266,2085169,2022,meghalaya,Q2
8193,east khasi hills district,108330,4295381,2022,meghalaya,Q2
8194,east garo hills district,9052,1824456,2022,meghalaya,Q2
8195,ribhoi district,26541,3111276,2022,meghalaya,Q2
8196,west jaintia hills district,12593,1661994,2022,meghalaya,Q2
8197,west khasi hills district,7196,2274657,2022,meghalaya,Q2
8198,north garo hills district,9773,1455727,2022,meghalaya,Q3
8199,south west khasi hills district,2308,1476090,2022,meghalaya,Q3
8200,west garo hills district,61273,6088916,2022,meghalaya,Q3
8201,south garo hills district,8265,1884547,2022,meghalaya,Q3
8202,east jaintia hills district,20320,2781426,2022,meghalaya,Q3
8203,south west garo hills district,9735,1989507,2022,meghalaya,Q3
8204,east khasi hills district,113816,5964535,2022,meghalaya,Q3
8205,east garo hills district,9484,2483744,2022,meghalaya,Q3
8206,ribhoi district,27844,4219195,2022,meghalaya,Q3
8207,west jaintia hills district,13176,1931694,2022,meghalaya,Q3
8208,west khasi hills district,7493,2320754,2022,meghalaya,Q3
8209,north garo hills district,10145,337500,2022,meghalaya,Q4
8210,south west khasi hills district,2366,71535,2022,meghalaya,Q4
8211,west garo hills district,63792,2577134,2022,meghalaya,Q4
8212,south garo hills district,8553,345912,2022,meghalaya,Q4
8213,east jaintia hills district,21201,1128114,2022,meghalaya,Q4
8214,south west garo hills district,10062,354549,2022,meghalaya,Q4
8215,east khasi hills district,118978,2783731,2022,meghalaya,Q4
8216,east garo hills district,9846,353379,2022,meghalaya,Q4
8217,ribhoi district,29041,1539014,2022,meghalaya,Q4
8218,west jaintia hills district,13633,372211,2022,meghalaya,Q4
8219,west khasi hills district,7705,242845,2022,meghalaya,Q4
8220,tinsukia district,15998,0,2018,assam,Q1
8221,lakhimpur district,8143,0,2018,assam,Q1
8222,kamrup district,15241,0,2018,assam,Q1
8223,kokrajhar district,6566,0,2018,assam,Q1
8224,karbi anglong district,5694,0,2018,assam,Q1
8225,sivasagar district,8292,0,2018,assam,Q1
8226,dibrugarh district,21182,0,2018,assam,Q1
8227,south salmara mancachar district,2420,0,2018,assam,Q1
8228,nagaon district,19619,0,2018,assam,Q1
8229,dhubri district,11421,0,2018,assam,Q1
8230,golaghat district,10102,0,2018,assam,Q1
8231,udalguri district,4768,0,2018,assam,Q1
8232,majuli district,1274,0,2018,assam,Q1
8233,sonitpur district,18986,0,2018,assam,Q1
8234,hojai district,7571,0,2018,assam,Q1
8235,marigaon district,7193,0,2018,assam,Q1
8236,chirang district,3487,0,2018,assam,Q1
8237,cachar district,19567,0,2018,assam,Q1
8238,nalbari district,6874,0,2018,assam,Q1
8239,west karbi anglong district,835,0,2018,assam,Q1
8240,dhemaji district,6623,0,2018,assam,Q1
8241,karimganj district,7367,0,2018,assam,Q1
8242,bongaigaon district,9724,0,2018,assam,Q1
8243,dima hasao district,2245,0,2018,assam,Q1
8244,baksa district,6082,0,2018,assam,Q1
8245,charaideo district,4366,0,2018,assam,Q1
8246,darrang district,8050,0,2018,assam,Q1
8247,kamrup metropolitan district,87336,0,2018,assam,Q1
8248,hailakandi district,5700,0,2018,assam,Q1
8249,barpeta district,20485,0,2018,assam,Q1
8250,goalpara district,10420,0,2018,assam,Q1
8251,biswanath district,5164,0,2018,assam,Q1
8252,jorhat district,16442,0,2018,assam,Q1
8253,tinsukia district,23900,0,2018,assam,Q2
8254,lakhimpur district,12719,0,2018,assam,Q2
8255,kamrup district,23595,0,2018,assam,Q2
8256,kokrajhar district,9480,0,2018,assam,Q2
8257,karbi anglong district,8725,0,2018,assam,Q2
8258,sivasagar district,12596,0,2018,assam,Q2
8259,dibrugarh district,30527,0,2018,assam,Q2
8260,south salmara mancachar district,3557,0,2018,assam,Q2
8261,nagaon district,29412,0,2018,assam,Q2
8262,dhubri district,16701,0,2018,assam,Q2
8263,golaghat district,15237,0,2018,assam,Q2
